Sab. 26 Dicembre|Alle ore 21, presso il <a href="http://maps.google.it/maps?f=q&amp;hl=it&amp;geocode=&amp;q=via+s.+francesco+d'assisi+23+collebeato+brescia+italy&amp;sll=45.584942,10.218787&amp;sspn=0.011383,0.023346&amp;ie=UTF8&amp;ll=45.584942,10.218444&amp;spn=0.011383,0.023346&amp;z=16&amp;om=1" target="_blank">bar Oasi</a> di Collebeato, ci si ritrova per il brindisi di inizio anno del Lug.
Sab. 24 Ottobre|Il <a href="http://www.lugob.org/">Lug Ovest Bresciano</a> aderisce al <a href="http://www.linuxday.it/">Linux Day Nazionale</a>. Tutti i dettagli nell'<a href="http://www.lugob.org/ld2k9_big.jpg">annuncio</a>. 
Gio. 22 Ottobre|Alle ore 20:30, presso la scuola di <a href="http://maps.google.it/maps/place?sourceid=chrome&um=1&ie=UTF-8&q=scuola+elementare+angolo+terme&fb=1&gl=it&hq=scuola+elementare&hnear=angolo+terme&cid=747718134447486050">Angolo Terme</a>, si svolge il terzo incontro relativo al progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle Scuole</a>.
Gio. 15 Ottobre|Alle ore 20:30, presso la scuola elementare di <a href="http://maps.google.it/maps?sourceid=chrome&q=Via%20Tenente%20Bertenghi,%204%20Darfo&um=1&ie=UTF-8&sa=N&hl=it&tab=wl">Darfo-Pellalepre</a>, si svolge il secondo incontro relativo al progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle Scuole</a>.
Mer. 30 Settembre|Alle ore 20:30, presso la scuola elementare di <a href="http://maps.google.it/maps?q=Via%20guglielmo%20Ghislandi%2024,%20darfo%20(BS)&hl=it&ie=UTF-8&tab=nl">Boario</a>, si svolge il primo incontro relativo al progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle Scuole</a>.
Mar. 22 Settembre|Alle ore 20:30, al ristorante <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&q=Via+Duomo,+25049+Iseo+Brescia,+Lombardia&sll=45.934231,10.244024&sspn=0.00782,0.017874&ie=UTF8&cd=1&geocode=FQK8uAId11aZAA&split=0&hq=&hnear=Via+Duomo,+25049+Iseo+Brescia,+Lombardia&t=h&z=16">Il Meridiano</a> d'Iseo, ci si ritrova per programmare gli incontri del secondo ciclo del progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle Scuole</a>.
Gio. 17 Settembre|Alle ore 14:00, presso l'aula magna della <a href="http://www.laba.edu">Libera Accademia di Belle Arti</a>, <a href="http://it.wikipedia.org/wiki/Richard_Stallman">Richard Stallman</a> tiene un incontro dal titolo <a href="http://www.ualuba.org/index.php?/speech/richard-stallman/">Il sistema operativo GNU e il movimento del software libero</a>, in seno alla manifestazione organizzata dall'associazione <a href="http://www.ualuba.org">Ualuba.org</a>.
Mar. 30 Giugno|Alle ore 20:30, al ristorante <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&q=Via+Duomo,+25049+Iseo+Brescia,+Lombardia&sll=45.934231,10.244024&sspn=0.00782,0.017874&ie=UTF8&cd=1&geocode=FQK8uAId11aZAA&split=0&hq=&hnear=Via+Duomo,+25049+Iseo+Brescia,+Lombardia&t=h&z=16">Il Meridiano</a> d'Iseo, ci si ritrova per la chiusura del primo ciclo di incontri del progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle Scuole</a>.
Mer. 10 Giugno|Alle ore 21:00, presso la <a href="http://www.icdarfo2.it/">Scuola Media Tovini</a> (situata in <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&geocode=&q=via+polline,+20+darfo+boario+terme&sll=45.932813,10.242779&sspn=0.01558,0.035791&ie=UTF8&ll=45.898207,10.190377&spn=0.007795,0.017896&z=16&iwloc=r0">via Polline,20 a Darfo Boario Terme</a>), ha luogo il quinto incontro del progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle scuole</a>. L'incontro &egrave; libero e aperto a tutti. Per qualsiasi ragguaglio si pu&ograve; scrivere a: <a href="mailto:didattica@lugbs.linux.it">didattica@lugbs.linux.it</a> 
Gio. 28 Maggio|Alle ore 21:00, presso la <a href="http://www.icdarfo2.it/">Scuola Media Tovini</a> (situata in <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&geocode=&q=via+polline,+20+darfo+boario+terme&sll=45.932813,10.242779&sspn=0.01558,0.035791&ie=UTF8&ll=45.898207,10.190377&spn=0.007795,0.017896&z=16&iwloc=r0">via Polline,20 a Darfo Boario Terme</a>), ha luogo il quarto incontro del progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle scuole</a>. L'incontro &egrave; libero e aperto a tutti. Per qualsiasi ragguaglio si pu&ograve; scrivere a: <a href="mailto:didattica@lugbs.linux.it">didattica@lugbs.linux.it</a> 
Mar. 5 Maggio|Alle ore 21:00, presso la <a href="http://www.icdarfo2.it/">Scuola Media Tovini</a> (situata in <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&geocode=&q=via+polline,+20+darfo+boario+terme&sll=45.932813,10.242779&sspn=0.01558,0.035791&ie=UTF8&ll=45.898207,10.190377&spn=0.007795,0.017896&z=16&iwloc=r0">via Polline,20 a Darfo Boario Terme</a>), ha luogo il terzo incontro del progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle scuole</a>. L'incontro &egrave; libero e aperto a tutti. Per qualsiasi ragguaglio si pu&ograve; scrivere a: <a href="mailto:didattica@lugbs.linux.it">didattica@lugbs.linux.it</a> 
Mer. 22 Aprile|Alle ore 21:00, presso la <a href="http://www.icdarfo2.it/">Scuola Media Tovini</a> (situata in <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&geocode=&q=via+polline,+20+darfo+boario+terme&sll=45.932813,10.242779&sspn=0.01558,0.035791&ie=UTF8&ll=45.898207,10.190377&spn=0.007795,0.017896&z=16&iwloc=r0">via Polline, 20 a Darfo Boario Terme</a>), ha luogo il secondo incontro del progetto <a href="/attivita/didattica/linux_nelle_scuole/">Linux nelle scuole</a>. L'incontro &egrave; libero e aperto a tutti. Per qualsiasi ragguaglio si pu&ograve; scrivere a: <a href="mailto:didattica@lugbs.linux.it">didattica@lugbs.linux.it</a> 
Sab. 18 Aprile|Oggi e domani si svolge, a Padova, il <a href="http://lac.linuxaudio.org/2009/">The Linux Audio Conference 2009</a> organizzato dal <a href="http://www.linuxaudio.org/">consorzio linuxaudio.org</a>. Chi volesse partecipare insieme agli altri menbri del LugBS pu&ograve; scrivere a <a href="mailto:linuxaudio@lugbs.linux.it">linuxaudio@lugbs.linux.it</a>.
Gio. 9 Aprile|Vengono accorpate le attivit&agrave; relative alla didattica in un'unica <a href="/attivita/didattica/">sezione</a>.
Lun. 6 Aprile|Alle ore 21:00, presso la <a href="http://www.comune.brescia.it/NR/exeres/FB671DAF-1794-4441-A69D-707C50F05285.htm?NRMODE=Published&NRORIGINALURL=%2fEventi%2fServizi%2bal%2bCittadino%2ffare%2bvolontariato%2fstrutture%2b%2blocali%2fCasa%2bdelle%2bAssociazioni.htm&NRNODEGUID={3A7367E9-031C-42E7-ADCA-4AB50C328CF3}&NRCACHEHINT=NoModifyGuest">Casa delle Associazioni</a> (sita in <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&q=Via+Giovanni+Cimabue,+16,+25134+Brescia+Brescia,+Lombardia&sll=41.442726,12.392578&sspn=14.777992,39.462891&ie=UTF8&cd=1&geocode=FeuFtgIdnIacAA&split=0&ll=45.517128,10.258076&spn=0.006751,0.019269&z=16">via Cimabue, 16 a Brescia</a>), si svolge il primo incontro del progetto <a href="/attivita/didattica">Linux nelle scuole</a>. L'incontro &egrave; libero e aperto a tutti. Maggiori informazioni sulla <a href="/attivita/didattica/LugBS_06042009.pdf">locandina</a>.
Ven. 3 Aprile|Alle ore 21:00, presso il salone <i>La Serra</i> (situato in via Voltolino, 1 a Collebeato), il GAS di Collebeato organizza una serata dal titolo: <i>"Non solo Microsoft: serata dedicata alle alternative libere e gratuite al software proprietario"</i>. L'incontro &egrave; aperto a tutti. La <a href="http://www.bonera.biz/locandina.pdf">locandina dell'incontro</a>.
Mer. 4 Marzo|Alle ore 21:00, presso <a href="http://maps.google.it/maps?f=q&source=s_q&hl=it&geocode=&q=P.+GARIBALDI+31+iseo&sll=41.442726,12.392578&sspn=14.712251,39.023438&ie=UTF8&ll=45.660427,10.048907&spn=0.006704,0.019054&z=16&iwloc=addr">l'enoteca Eden a Iseo</a>, ci si ritrova con gli insegnati interessati per discutere del progetto sulle scuole. L'incontro &egrave; aperto a tutti.
Ven. 20 Febbraio|Alle ore 20:30, presso il <a href="http://maps.google.it/maps?f=q&amp;hl=it&amp;geocode=&amp;q=via+s.+francesco+d'assisi+23+collebeato+brescia+italy&amp;sll=45.584942,10.218787&amp;sspn=0.011383,0.023346&amp;ie=UTF8&amp;ll=45.584942,10.218444&amp;spn=0.011383,0.023346&amp;z=16&amp;om=1" target="_blank">bar Oasi</a> di Collebeato, ci si ritrova per discutere delle future attivit&agrave; del LugBS nella didattica. L'incontro &egrave; aperto a tutti. Chi fosse interessato pu&ograve; scrivere a <a href="mailto:didattica@lugbs.linux.it">didattica@lugbs.linux.it</a>.
Gio. 19 Febbraio|<a href="mailto:emanuele.bonardi@lugbs.linux.it">Emanuele Bonardi</a> entra a far parte degli <a href="/contatti/chi_siamo/attivisti.php">attivisti</a>.
Gio. 1 Gennaio|L'archivio degli eventi per l'anno 2008 &egrave; disponibile nella sezione <a href="/novita/diario/2008/">Diario</a>.
